"Origin","Destination","YEAR","MS_ALL_TOT","MS_MAL_TOT","MS_MAL_LOW","MS_MAL_MED","MS_MAL_HIG","MS_FEM_TOT","MS_FEM_LOW","MS_FEM_MED","MS_FEM_HIG","MR_ALL_TOT","MR_MAL_TOT","MR_MAL_LOW","MR_MAL_MED","MR_MAL_HIG","MR_FEM_TOT","MR_FEM_LOW","MR_FEM_MED","MR_FEM_HIG","NS_ALL_TOT","NS_MAL_TOT","NS_MAL_LOW","NS_MAL_MED","NS_MAL_HIG","NS_FEM_TOT","NS_FEM_LOW","NS_FEM_MED","NS_FEM_HIG","RS_ALL_TOT","RS_MAL_TOT","RS_MAL_LOW","RS_MAL_MED","RS_MAL_HIG","RS_FEM_TOT","RS_FEM_LOW","RS_FEM_MED","RS_FEM_HIG"
"Sao Tome and Principe","Oecd",2000,5771.9465016303,3085.58064687551,2456.11626742853,395.396799409712,234.067580037271,2686.36585475479,1902.12020601458,504.494017169255,279.751631570956,0.109069394116876,0.121104887656052,0.122725366253407,0.0998866810833138,0.155318486773216,0.0978947574611824,0.0801568534099711,0.153577286455447,0.656019692682047,52919.9465016303,25478.5806468755,20013.1101043697,3958.45367091452,1507.01687159133,27441.3658547548,23729.9759795457,3284.95201870629,426.437856502797,47148,22393,17556.9938369411,3563.05687150481,1272.94929155406,24755,21827.8557735311,2780.45800153703,146.686224931841
"Saudi Arabia","Oecd",2000,16026.738192735,10031.2335992261,1311.67067901676,1635.6599332801,7083.90298692928,5995.5045935089,1115.0114794663,1314.91411420953,3565.57899983307,0.0017613374309008,0.00187599130323963,0.000474221265069515,0.000843552001811772,0.011030633561887,0.00159793940099473,0.000570982327717919,0.00101640255063196,0.00705310555467684,9099186.73819274,5347164.23359923,2765946.56467902,1939014.93893328,642202.729986929,3752022.50459351,1952795.07847947,1293694.22911421,505533.196999833,9083160,5337133,2764634.894,1937379.279,635118.827,3746027,1951680.067,1292379.315,501967.618
"Senegal","Oecd",2000,93817.7884370002,66997.2247803257,47242.7827492944,8837.72379752217,10916.7182335091,26820.5636566745,18586.3545379892,3423.03820350084,4811.17091518445,0.025392258672887,0.0381626572578201,0.0306783007227685,0.0606935932120224,0.155915757458593,0.0138309532901802,0.0101800859007878,0.0374548341744155,0.218468021600726,3694739.788437,1755570.22478033,1539941.31474929,145612.136797522,70016.7732335091,1939169.56365667,1825756.15953799,91391.0922035009,22022.3119151845,3600922,1688573,1492698.532,136774.413,59100.055,1912349,1807169.805,87968.054,17211.141
"Serbia and Montenegro","Oecd",2000,683512.179470157,358189.987315299,169139.081846826,87406.2910176334,101644.61445084,325322.192154858,203507.35999112,62379.9664232042,59434.8657405338,0.0910186938730286,0.0974000604622715,0.101645071934221,0.0642882654936871,0.155444386166484,0.0848946993468354,0.0826213415248486,0.0678828551004981,0.132077893233564,7509580.17947016,3677512.9873153,1664016.54923598,1359599.45950348,653896.97857584,3832067.19215486,2463133.08686612,918935.515173205,449998.590115534,6826068,3319323,1494877.46738915,1272193.16848585,552252.364125,3506745,2259625.726875,856555.54875,390563.724375
"Seychelles","Oecd",2000,7896.94395852244,2940.83948254826,1025.76531518928,875.449130655912,1039.62503670307,4956.10447597418,1768.91054412794,1740.16440814139,1447.02952370485,0.226362373200317,0.185008180144281,0.119574464928344,0.15064701141849,0.690321620677756,0.260977190045311,0.154453733604192,0.298782083568536,0.844396797343795,34886.2924826032,15895.726774107,8578.46460616805,5811.26118873981,1506.00097919919,18990.5657084962,11452.6887945681,5824.1926268053,1713.68428712277,26989.3485240808,12954.8872915588,7552.69929097877,4935.81205808389,466.375942496116,14034.461232522,9683.77825044019,4084.02821866391,266.654763417918
"Sierra Leone","Oecd",2000,35953.3296798572,18644.7841850806,4657.08760483473,4455.34256964568,9532.35401060017,17308.5454947766,4637.62320270005,5578.69295950862,7092.22933256797,0.0200382575927372,0.0214771280338906,0.00622646634500915,0.046313829852009,0.397620787903355,0.0186894824699864,0.00538801126671006,0.100403275936131,0.722323105541363,1794234.32967986,868122.784185081,747950.337604835,96198.9665696457,23973.4800106002,926111.545494777,860730.0492027,55562.8579595086,9818.63833256797,1758281,849478,743293.25,91743.624,14441.126,908803,856092.426,49984.165,2726.409
"Singapore","Oecd",2000,88159.6143642762,40298.3044138365,5976.84893123378,11173.0407608657,23148.4147217371,47861.3099504397,8087.11762558481,15571.3544226721,24202.8379021828,0.0322938381066463,0.0298254915378942,0.0123713066353219,0.016438184264118,0.122924553602859,0.0347126882754853,0.013178561536328,0.0248559043821303,0.174545298765861,2729920.61436428,1351136.30441384,483121.880931234,679700.420760866,188314.002721737,1378784.30995044,613657.082625585,626465.011422672,138662.215902183,2641761,1310838,477145.032,668527.38,165165.588,1330923,605569.965,610893.657,114459.378
"Slovakia","Oecd",2000,370942.122702646,168502.83809397,50890.7662029052,82839.8840056137,34772.1878854509,202439.284608676,96507.2711750634,74532.3732132952,31399.6402203176,0.0977107901172037,0.09437445546512,0.0971357300307388,0.0807481906216908,0.147556761762848,0.100673173989693,0.0991765326974769,0.0920258411444514,0.137800202935544,3796327.12270265,1785470.83809397,523913.972611321,1025903.90407288,235652.961409769,2010856.28460868,973085.754766648,809907.003146029,227863.526696,3425385,1616968,473023.206408416,943064.020067266,200880.773524318,1808417,876578.483591584,735374.629932734,196463.886475682
"Slovenia","Oecd",2000,105817.000448458,51667.5985673394,23460.3952089444,13622.0421084742,14585.1612499208,54149.4018811188,31774.5225714081,12857.7748372399,9517.10447247077,0.0716489686144832,0.0732724492887887,0.100855335401802,0.0392709378057842,0.116072217211589,0.0701655793138042,0.0755808332128741,0.0500644593766145,0.100701044988491,1476881.00044846,705143.598567339,232614.319465396,346873.359017868,125655.920084075,771737.401881119,420404.502314957,256824.401927846,94508.4976383163,1371064,653476,209153.924256451,333251.316909394,111070.758834155,717588,388629.979743549,243966.627090606,84991.3931658455
"Solomon Islands","Oecd",2000,1443.10141181601,639,117.766700232556,149.384970441299,371.848329326144,804.10141181601,193.780275684977,209.667351726161,400.653784404872,0.00935753584439758,0.00812832319943013,0.00169600906583019,0.0208430524969033,0.185061470147191,0.0106356850594132,0.00273392884305332,0.05628249785321,0.401033248318596,154218.101411816,78614,69437.5417002326,7167.1349704413,2009.32332932614,75604.101411816,70879.780275685,3725.26735172616,999.053784404872,152775,77975,69319.775,7017.75,1637.475,74800,70686,3515.6,598.4
"Somalia","Oecd",2000,95088.4003867107,45605.3408455088,16379.2680199281,13823.3026000666,15402.7702255141,49483.059541202,24420.1646783323,13729.1956395432,11333.6992233265,0.0363155376335464,0.0358264604326645,0.0154992641792664,0.0815173039255713,0.330537698321696,0.0367782636286932,0.0205402623979959,0.109248840741743,0.36700618062768,2618394.40038671,1272951.34084551,1056777.13667458,169575.070989687,46599.1331812426,1345443.0595412,1188892.53725965,125669.02812267,30881.4941588797,2523306,1227346,1040397.86865465,155751.76838962,31196.3629557285,1295960,1164472.37258132,111939.832483127,19547.7949355532
"South Africa","Oecd",2000,264655.62480834,126577.727100113,12965.9699888772,26051.1432849261,87560.6138263096,138077.897708227,17770.2826846258,34846.866749705,85460.7482738964,0.0123895777828818,0.0123938970646172,0.00345299316263044,0.0049901518873191,0.0707616419565962,0.0123856208875959,0.00342226684581232,0.00719042345494701,0.0770328880975922,21361149.6248083,10212907.7271001,3754994.39998888,5220511.09328493,1237402.23382631,11148241.8977082,5192547.36268463,4846288.53474971,1109406.0002739,21096494,10086330,3742028.43,5194459.95,1149841.62,11010164,5174777.08,4811441.668,1023945.252
"Spain","Oecd",2000,710653.285197494,336202.028345039,209984.998518717,49962.4699078624,76254.5599184592,374451.256852455,240237.126291339,55815.5666855214,78398.5638755947,0.024067355852682,0.0236664525534986,0.0213891984879738,0.0192587023768907,0.0424998919757469,0.0244390587769784,0.0220694756451855,0.0218994942387296,0.0415328416416752,29527684.2851975,14205848.028345,9817338.34658568,2594280.18202381,1794229.49973555,15321836.2568525,10885493.1650244,2548714.87336957,1887628.21845851,28817031,13869646,9607353.34806696,2544317.71211595,1717974.93981709,14947385,10645256.038733,2492899.30668405,1809229.65458291
"Sri Lanka","Oecd",2000,292420.088490776,158553.953177492,54363.8743237175,37999.4579570391,66190.6208967358,133866.135313283,46897.7128994461,35602.4709614412,51365.9514523961,0.0262372269343622,0.0277516612034442,0.0175774589563549,0.0160267732879196,0.265295514382841,0.0246443398816435,0.0157268231971478,0.0156015823148613,0.305889576390491,11145236.0884908,5713313.95317749,3092817.59432372,2370998.65795704,249497.700896736,5431922.13531328,2982020.73689945,2281978.21496144,167923.183452396,10852816,5554760,3038453.72,2332999.2,183307.08,5298056,2935123.024,2246375.744,116557.232
"Sudan","Oecd",2000,36124.2892556956,22440.5989297226,5245.46493911521,4566.37486714508,12628.7591234623,13683.690325973,4438.48892168266,3559.3514714489,5685.84993284142,0.00279580366926515,0.0035114562636763,0.00095686415764496,0.00619661766538937,0.0734936129950769,0.00209544264237504,0.000747094806278233,0.0072300577404182,0.0586670375201746,12920896.2892557,6390681.59892972,5481932.72493912,736914.089867145,171834.784123462,6530214.69032597,5940998.22992168,492299.176471449,96917.2839328414,12884772,6368241,5476687.26,732347.715,159206.025,6516531,5936559.741,488739.825,91231.434
"Suriname","Oecd",2000,185165.907612231,86120.1495128978,44162.1017097477,25907.9551647912,16050.0926383589,99045.7580993334,51017.1216959937,29985.6028006795,18043.0336026602,0.468358372390145,0.456308846877264,0.356162532432553,0.649921820292236,0.645236997462409,0.479364792482764,0.376915262072606,0.676985758673815,0.668964338460334,395350.907612231,188732.149512898,123994.237709748,39863.1871647912,24874.7246383589,206618.758099333,135354.353695994,44292.8118006795,26971.5926026602,210185,102612,79832.136,13955.232,8824.632,107573,84337.232,14307.209,8928.559
"Swaziland","Oecd",2000,1895.85962105647,759.457407338873,195.702275893955,187.324127331518,376.431004113401,1136.4022137176,258.040645978219,426.309986629863,452.051581109515,0.00543743728807396,0.00491824135905075,0.00183447947023242,0.00461399532339585,0.0527410851434205,0.00585016221642155,0.00202966505432372,0.0072567058140612,0.0540100583127123,348667.859621056,154416.457407339,106680.003275894,40599.1151273315,7137.3390041134,194251.402213718,127134.595645978,58747.0399866299,8369.76658110951,346772,153657,106484.301,40411.791,6760.908,193115,126876.555,58320.73,7917.715
"Sweden","Oecd",2000,170802.683775189,73285.2174733244,16542.5350995081,21106.1921043702,35636.4902694461,97517.4663018647,21717.2933943801,30879.8981445666,44920.274762918,0.0267308068989644,0.0236188826551974,0.0209975167899055,0.0143305882399181,0.0423144164347913,0.0296684459885744,0.0268358692769735,0.0201903443037118,0.0473739660822854,6389731.68377519,3102823.21747332,787832.926389701,1472807.09982152,842183.191262103,3286908.46630186,809263.645244188,1529438.90802742,948205.913030261,6218929,3029538,771290.391290193,1451700.90771715,806546.700992657,3189391,787546.351849808,1498559.00988285,903285.638267343
"Switzerland","Oecd",2000,223435.60225613,102952.641630989,26574.3952951619,29027.789165616,47350.4571702107,120482.960625142,37911.1869049852,37365.4105539873,45206.3631661692,0.0420885196709069,0.0407095965089294,0.0179082856016767,0.0638768021095735,0.0801731464519228,0.043343030473836,0.0198234758139382,0.0764650571714813,0.119386652773064,5308706.60225613,2528952.64163099,1483916.20986175,454433.976137723,590602.455631516,2779753.96062514,1912438.9315384,488659.94398188,378655.085104864,5085271,2426000,1457341.81456659,425406.186972107,543251.998461305,2659271,1874527.74463341,451294.533427893,333448.721938695
"Syria","Oecd",2000,122882.245492241,70270.5076723229,23435.4707845185,13267.8540100114,33567.182877793,52611.7378199181,22905.9541449363,10512.5650227734,19193.2186522085,0.0194816097638464,0.0225601445672756,0.0131650087799914,0.0169333110869641,0.0609051708956563,0.0164782712764811,0.00960689833869481,0.0211417934205293,0.0616688750970797,6307602.24549224,3114807.50767232,1780133.31978452,783535.715010011,551138.472877793,3192794.73781992,2384323.57014494,497240.930022773,311230.237652208,6184720,3044537,1756697.849,770267.861,517571.29,3140183,2361417.616,486728.365,292037.019
"Taiwan","Oecd",2000,345738.64230867,147750.141177043,9711.83091514205,13959.8268538607,124078.48340804,197988.501131627,20357.72817576,27541.6987139346,150089.074241932,0.0336823988814299,0.0300988124311003,0.00657926804424632,0.00602151288425462,0.111342624998549,0.0369669006686368,0.00789472942744639,0.0158290567751804,0.14470069292113,10264668.0103087,4908836.23781704,1476126.34868026,2318325.49762762,1114384.39150916,5355831.77249163,2578647.99077032,1739945.66480545,1037238.11691585,9918929.368,4761086.09664,1466414.51776512,2304365.67077376,990305.90810112,5157843.27136,2558290.26259456,1712403.96609152,887149.04267392
"Tajikistan","Oecd",2000,4390.59286607901,1824.2801230251,454.560904938521,347.395027434916,1022.32419065166,2566.31274305391,622.568198748725,551.0011092764,1392.74343502878,0.00188398036510436,0.00158926961243455,0.00207132556328977,0.000497515847518997,0.00444179876562412,0.00217003355650363,0.00115895538029115,0.00114879676760932,0.00840011064702802,2330487.59286608,1147873.28012303,219454.108516175,698259.219615415,230159.951991435,1182614.31274305,537180.472463335,479633.234364899,165800.605914821,2326097,1146049,218999.547611237,697911.82458798,229137.627800783,1180048,536557.904264586,479082.233255622,164407.862479792
"Tanzania","Oecd",2000,64246.1833067208,32385.5438660779,6675.37568199605,7807.31534765444,17902.8528364274,31860.6394406429,8580.70710649232,8083.51470715256,15196.417626998,0.00519617114901634,0.00540120896476365,0.00133794184923902,0.00956493641865019,0.0940027153406327,0.00500311648069141,0.0014652806512448,0.0188541446107455,0.182204423120237,12364139.1833067,5995980.54386608,4989286.85562292,816243.308468977,190450.379774178,6368158.63944064,5856016.11486696,428739.403141394,83403.1214322925,12299893,5963595,4982611.47994093,808435.993121322,172547.52693775,6336298,5847435.40776046,420655.888434242,68206.7038052945
"Thailand","Oecd",2000,205584.280776525,56028.3476416155,12755.3729525862,11226.4671808475,32046.5075081818,149555.93313491,61369.4429279354,32577.5003076569,55608.9898993174,0.00588933863178303,0.0033227763909788,0.00098090336670157,0.00677026264383544,0.0145665618880724,0.00828749993081856,0.00418480162964483,0.0202664265760351,0.0313526022622735,34907872.2807765,16861907.3476416,13003699.8399526,1658202.60918085,2200004.89850818,18045964.9331349,14664839.1869279,1607461.49230766,1773664.25389932,34702288,16805879,12990944.467,1646976.142,2167958.391,17896409,14603469.744,1574883.992,1718055.264
"Togo","Oecd",2000,20072.4131149233,12223.2794237071,5025.82275389067,2028.96252711354,5168.49414270294,7849.13369121613,4264.33711590937,1230.48567633805,2354.31089896871,0.010543599279531,0.0132469324253707,0.00700914044036485,0.0120958541641183,0.136204528316637,0.0080009261933019,0.00467457632565256,0.0203069191439478,0.287342890392595,1903753.41311492,922725.279423707,717038.386753891,167740.326527114,37946.5661427029,981028.133691216,912240.344115909,60594.4046763381,8193.38489896871,1883681,910502,712012.564,165711.364,32778.072,973179,907976.007,59363.919,5839.074
"Tonga","Oecd",2000,34562.1020408163,17395.7113124467,7577.81593751755,5282.83033786087,4535.0650370683,17166.3907283696,7559.43201409423,5090.82908453757,4516.12962973781,0.455147171265637,0.460463332604875,0.396441376797654,0.429687661824226,0.711993106353278,0.449883768273667,0.377046385166761,0.407245082105322,0.805349881631315,75936.1020408163,37778.7113124467,19114.5939375176,12294.5823378609,6369.5350370683,38157.3907283696,20049.0770140942,12500.6520845376,5607.66162973781,41374,20383,11536.778,7011.752,1834.47,20991,12489.645,7409.823,1091.532
"Trinidad and Tobago","Oecd",2000,235654.00646806,100182.917575635,23521.2328971938,25919.6845838179,50742.0000946229,135471.088892425,31939.1683684173,36175.3060640344,67356.6144599732,0.25320381441096,0.228237818722771,0.117597843910972,0.152262200291969,0.738643756561032,0.275488795894559,0.150251337720103,0.182444328195015,0.832641047125707,930689.006468059,438940.917575635,200014.150897194,170230.592583818,68696.1740946229,491748.088892425,212571.607368417,198281.341064034,80895.1404599732,695035,338758,176492.918,144310.908,17954.174,356277,180632.439,162106.035,13538.526
